id,sentence,label
932,T동 열람실 좌석 남아있어?,10
933,R동 열람실 자리가 꽉 찼는지 알려줘.,10
934,중앙 도서관 열람실 좌석 남아있는지 궁금해요.,10
935,열람실에 빈 자리 있나요?,10
936,T동 열람실 좌석 현황을 알려줘.,10
937,R동 열람실 현황이 어떻게 돼?,10
938,중앙도서관 열람실에 자리 있어?,10
939,열람실에 자리 남아있는지 확인해줄래?,10
940,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
941,R동 열람실 좌석 남아있나요?,10
942,중앙 도서관 열람실 좌석 현황 좀 알려줄래?,10
943,열람실 좌석 현황이 어떻게 되는지 궁금해요.,10
944,도서관 열람실에 빈 좌석 있나요?,10
945,중앙도서관 열람실 좌석 상황 좀 알려줘.,10
946,T동 열람실 현황을 확인해 주세요.,10
947,R동 열람실 좌석이 얼마나 남았나요?,10
948,열람실에 빈 자리 있는지 확인해 줄래?,10
949,중앙 도서관 열람실에 빈 좌석이 있나요?,10
950,T동 열람실 좌석 남아있는지 알려줘.,10
951,R동 열람실 자리가 있는지 궁금해요.,10
952,중앙도서관 열람실 현황 좀 알려주세요.,10
953,열람실 좌석 현황을 알려줄래요?,10
954,T동 열람실 자리가 얼마나 남았는지 확인해줘.,10
955,R동 열람실에 자리 남아있어?,10
956,중앙 도서관 열람실 좌석 남아있는지 확인해 줄래요?,10
957,열람실에 자리 남았나요?,10
958,T동 열람실 현황을 알고 싶어.,10
959,R동 열람실 자리가 얼마나 남았는지 알려줄래?,10
960,중앙도서관 열람실 현황 좀 알 수 있을까요?,10
961,열람실 좌석이 얼마나 남았는지 알려줘.,10
962,도서관 열람실 자리가 남아있나요?,10
963,중앙도서관 열람실 좌석 현황을 확인해 줄래요?,10
964,T동 열람실 좌석 상황을 알려줘.,10
965,R동 열람실 좌석이 얼마나 남았는지 궁금해요.,10
966,중앙 도서관 열람실에 빈 자리 있나요?,10
967,열람실에 자리 남아있는지 알려줄래요?,10
968,T동 열람실 현황 좀 알려주세요.,10
969,R동 열람실 자리가 남아있어?,10
970,중앙도서관 열람실 좌석 남아있는지 궁금해요.,10
971,열람실 좌석 현황 좀 확인해 줄래요?,10
972,T동 열람실 좌석이 얼마나 남았는지 알려줘.,10
973,R동 열람실 현황이 궁금해요.,10
974,중앙 도서관 열람실에 자리 남았나요?,10
975,열람실에 빈 자리 있는지 확인해줄래요?,10
976,T동 열람실 좌석 현황을 확인해줘.,10
977,R동 열람실 자리가 있는지 알려줄래요?,10
978,중앙도서관 열람실 좌석 남아있는지 알려줘.,10
979,열람실 좌석이 얼마나 남았나요?,10
980,T동 열람실 현황 좀 알 수 있을까요?,10
981,R동 열람실 좌석 남아있나요?,10
982,중앙 도서관 열람실 현황을 확인해 주세요.,10
983,열람실에 빈 좌석이 얼마나 남았는지 알려줘.,10
984,도서관 열람실 자리가 꽉 찼나요?,10
985,중앙도서관 열람실 좌석 현황 좀 알려줄래요?,10
986,T동 열람실 좌석이 얼마나 남았는지 궁금해.,10
987,R동 열람실 현황을 알고 싶어요.,10
988,중앙 도서관 열람실에 자리 남아있나요?,10
989,열람실에 자리 남아있는지 확인해줘.,10
990,T동 열람실 현황 좀 알려줄래요?,10
991,R동 열람실 좌석이 남아있는지 알려줘.,10
992,중앙도서관 열람실 현황을 알고 싶어.,10
993,열람실 좌석 현황을 알려줄래?,10
994,T동 열람실 좌석 남아있나요?,10
995,R동 열람실 자리가 얼마나 남았는지 알려줄래?,10
996,중앙 도서관 열람실 좌석 남아있는지 확인해 줄래요?,10
997,열람실에 빈 자리 있어요?,10
998,T동 열람실 현황 좀 알려주세요.,10
999,R동 열람실 좌석이 얼마나 남았나요?,10
1000,중앙도서관 열람실에 자리 남았나요?,10
1001,열람실에 빈 좌석이 있는지 확인해 줄래?,10
1002,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1003,R동 열람실 자리가 남아있는지 알려줘.,10
1004,중앙 도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1005,열람실에 자리 남아있어?,10
1006,T동 열람실 현황 좀 알려주세요.,10
1007,R동 열람실 좌석이 얼마나 남았나요?,10
1008,중앙도서관 열람실에 빈 좌석이 남아있나요?,10
1009,열람실에 자리 남았는지 알려줄래?,10
1010,T동 열람실 좌석 현황을 알려줘.,10
1011,R동 열람실 자리가 얼마나 남았는지 궁금해요.,10
1012,중앙 도서관 열람실 좌석 현황을 확인해 줄래?,10
1013,열람실에 빈 자리가 있는지 알려줘.,10
1014,T동 열람실 현황을 확인할 수 있나요?,10
1015,R동 열람실 좌석 남아있나요?,10
1016,중앙 도서관 열람실에 빈 좌석이 얼마나 남았나요?,10
1017,열람실 좌석 현황을 알려줄래?,10
1018,T동 열람실 자리가 얼마나 남았나요?,10
1019,R동 열람실 좌석 현황이 궁금해.,10
1020,중앙도서관 열람실에 자리 남았는지 확인해 줄래요?,10
1021,열람실에 자리 남았어?,10
1022,T동 열람실 현황 좀 알려줘.,10
1023,R동 열람실 자리가 남아있나요?,10
1024,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1025,열람실 좌석 현황을 확인해 줄래요?,10
1026,T동 열람실 좌석이 남아있는지 알려줘.,10
1027,R동 열람실 현황을 알고 싶어.,10
1028,중앙도서관 열람실에 빈 자리 남아있나요?,10
1029,열람실에 자리 남아있나요?,10
1030,T동 열람실 현황 좀 알려줘.,10
1031,R동 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1032,중앙 도서관 열람실 좌석 현황 좀 알려줘.,10
1033,열람실 좌석 현황을 알 수 있나요?,10
1034,T동 열람실에 자리 남아있어?,10
1035,R동 열람실 자리가 얼마나 남았어?,10
1036,중앙도서관 열람실에 자리 남아있어?,10
1037,열람실 좌석 현황 좀 알 수 있을까?,10
1038,T동 열람실 좌석 남아있는지 알려줘.,10
1039,R동 열람실 현황을 확인할 수 있어?,10
1040,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줘.,10
1041,열람실 좌석 현황 좀 알 수 있어?,10
1042,T동 열람실 자리가 남아있는지 알려줘.,10
1043,R동 열람실 좌석 현황을 확인해 줘.,10
1044,중앙도서관 열람실에 빈 자리 남아있어?,10
1045,열람실에 자리 남았는지 확인해 줄래요?,10
1046,T동 열람실 현황 좀 알려줄래?,10
1047,R동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1048,중앙 도서관 열람실 좌석 현황을 알려줄 수 있나요?,10
1049,열람실에 자리 남아있니?,10
1050,T동 열람실 좌석 현황을 알려줘.,10
1051,R동 열람실 좌석이 얼마나 남았는지 알려줘.,10
1052,중앙도서관 열람실에 자리 남아있는지 확인해줘.,10
1053,열람실 좌석 현황을 알 수 있을까요?,10
1054,T동 열람실 자리가 얼마나 남았는지 알려줘.,10
1055,R동 열람실 좌석 현황을 확인해 주세요.,10
1056,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래요?,10
1057,열람실 좌석 현황을 알 수 있어요?,10
1058,T동 열람실 자리가 얼마나 남았어?,10
1059,R동 열람실 현황 좀 확인해 줘.,10
1060,중앙도서관 열람실에 자리 남았는지 확인해 줄래요?,10
1061,열람실에 자리 남아있나?,10
1062,T동 열람실 좌석 현황 좀 알려줘.,10
1063,R동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1064,중앙 도서관 열람실 좌석 현황을 확인해 줄 수 있나요?,10
1065,열람실에 자리 남았나요?,10
1066,T동 열람실 좌석 현황 좀 알 수 있을까요?,10
1067,R동 열람실 좌석이 얼마나 남았는지 알려줄래요?,10
1068,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1069,열람실 좌석 현황을 알 수 있나요?,10
1070,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1071,R동 열람실 좌석 현황을 확인해 줘.,10
1072,중앙 도서관 열람실 좌석 현황 좀 알려줘.,10
1073,열람실에 자리 남아있는지 확인해 줄 수 있어요?,10
1074,T동 열람실 좌석 현황 좀 알려줘.,10
1075,R동 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1076,중앙도서관 열람실에 빈 자리 남아있는지 알려줘.,10
1077,열람실 좌석 현황을 알 수 있을까요?,10
1078,T동 열람실 자리가 얼마나 남았는지 알려줘.,10
1079,R동 열람실 좌석 현황 좀 확인해줘.,10
1080,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줘.,10
1081,열람실 좌석 현황을 알려줄 수 있어?,10
1082,T동 열람실 자리가 얼마나 남았는지 확인해줘.,10
1083,R동 열람실 좌석이 얼마나 남았어?,10
1084,중앙도서관 열람실에 자리 남아있는지 알려줄래요?,10
1085,열람실에 자리 남아있어?,10
1086,T동 열람실 좌석 현황 좀 알려줄래요?,10
1087,R동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1088,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1089,열람실 좌석 현황을 알려줘.,10
1090,T동 열람실 자리가 얼마나 남았어?,10
1091,R동 열람실 현황 좀 확인해 줄래?,10
1092,중앙도서관 열람실에 자리 남았어?,10
1093,열람실에 자리 남아있는지 확인해줄래요?,10
1094,T동 열람실 좌석 현황 좀 알려줄래?,10
1095,R동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1096,중앙 도서관 열람실 좌석 현황을 확인해줘.,10
1097,열람실 좌석 현황 좀 알려주세요.,10
1098,T동 열람실 자리가 얼마나 남았나요?,10
1099,R동 열람실 좌석 현황이 궁금해요.,10
1100,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1101,열람실에 자리 남았나요?,10
1102,T동 열람실 좌석 현황 좀 알려줄래요?,10
1103,R동 열람실 자리가 얼마나 남았어?,10
1104,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1105,열람실 좌석 현황을 알 수 있을까?,10
1106,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1107,R동 열람실 현황을 확인해 주세요.,10
1108,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1109,열람실에 자리 남아있나?,10
1110,T동 열람실 좌석 현황 좀 알려줄래?,10
1111,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1112,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1113,열람실 좌석 현황 좀 알 수 있어요?,10
1114,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1115,R동 열람실 좌석 현황을 확인해 줄래요?,10
1116,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1117,열람실 좌석 현황을 알 수 있나요?,10
1118,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1119,R동 열람실 좌석 현황 좀 알려줘.,10
1120,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1121,열람실에 자리 남았어?,10
1122,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1123,R동 열람실 자리가 얼마나 남았어?,10
1124,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1125,열람실 좌석 현황 좀 알려주세요.,10
1126,T동 열람실 자리가 얼마나 남았나요?,10
1127,R동 열람실 좌석 현황이 궁금해요.,10
1128,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1129,열람실에 자리 남아있나요?,10
1130,T동 열람실 좌석 현황 좀 알려줄래요?,10
1131,R동 열람실 자리가 얼마나 남았어?,10
1132,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1133,열람실 좌석 현황을 알 수 있을까?,10
1134,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1135,R동 열람실 현황을 확인해 주세요.,10
1136,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1137,열람실에 자리 남아있나?,10
1138,T동 열람실 좌석 현황 좀 알려줄래?,10
1139,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1140,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1141,열람실 좌석 현황 좀 알 수 있어요?,10
1142,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1143,R동 열람실 좌석 현황을 확인해 줄래요?,10
1144,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1145,열람실 좌석 현황을 알 수 있나요?,10
1146,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1147,R동 열람실 좌석 현황 좀 알려줘.,10
1148,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1149,열람실에 자리 남았어?,10
1150,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1151,R동 열람실 자리가 얼마나 남았어?,10
1152,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1153,열람실 좌석 현황 좀 알려주세요.,10
1154,T동 열람실 자리가 얼마나 남았나요?,10
1155,R동 열람실 좌석 현황이 궁금해요.,10
1156,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1157,열람실에 자리 남아있나요?,10
1158,T동 열람실 좌석 현황 좀 알려줄래요?,10
1159,R동 열람실 자리가 얼마나 남았어?,10
1160,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1161,열람실 좌석 현황을 알 수 있을까?,10
1162,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1163,R동 열람실 현황을 확인해 주세요.,10
1164,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1165,열람실에 자리 남아있나?,10
1166,T동 열람실 좌석 현황 좀 알려줄래?,10
1167,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1168,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1169,열람실 좌석 현황 좀 알 수 있어요?,10
1170,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1171,R동 열람실 좌석 현황을 확인해 줄래요?,10
1172,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1173,열람실 좌석 현황을 알 수 있나요?,10
1174,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1175,R동 열람실 좌석 현황 좀 알려줘.,10
1176,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1177,열람실에 자리 남았어?,10
1178,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1179,R동 열람실 자리가 얼마나 남았어?,10
1180,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1181,열람실 좌석 현황 좀 알려주세요.,10
1182,T동 열람실 자리가 얼마나 남았나요?,10
1183,R동 열람실 좌석 현황이 궁금해요.,10
1184,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1185,열람실에 자리 남아있나요?,10
1186,T동 열람실 좌석 현황 좀 알려줄래요?,10
1187,R동 열람실 자리가 얼마나 남았어?,10
1188,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1189,열람실 좌석 현황을 알 수 있을까?,10
1190,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1191,R동 열람실 현황을 확인해 주세요.,10
1192,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1193,열람실에 자리 남아있나?,10
1194,T동 열람실 좌석 현황 좀 알려줄래?,10
1195,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1196,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1197,열람실 좌석 현황 좀 알 수 있어요?,10
1198,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1199,R동 열람실 좌석 현황을 확인해 줄래요?,10
1200,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1201,열람실 좌석 현황을 알 수 있나요?,10
1202,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1203,R동 열람실 좌석 현황 좀 알려줘.,10
1204,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1205,컴퓨터공학과 전화번호가 뭐야?,3
1206,컴퓨터공학과 학과사무실이 어디야?,3
1207,경제학부 전화번호가 뭐야?,3
1208,경제학부 학과사무실이 어디야?,3
1209,영어교육과 전화번호가 뭐야?,3
1210,영어교육과 학과사무실이 어디야?,3
1211,신소재공학과 전화번호가 뭐야?,3
1212,신소재공학과 학과사무실이 어디야?,3
1213,경영학부 전화번호가 뭐야?,3
1214,경영학부 학과사무실이 어디야?,3
1215,화학공학과 전화번호가 뭐야?,3
1216,화학공학과 학과사무실이 어디야?,3
1217,법학부 전화번호가 뭐야?,3
1218,법학부 학과사무실이 어디야?,3
1219,기계·시스템디자인공학과 전화번호가 뭐야?,3
1220,기계·시스템디자인공학과 학과사무실이 어디야?,3
1221,건축학부 전화번호가 뭐야?,3
1222,건축학부 학과사무실이 어디야?,3
1223,독어독문학과 전화번호가 뭐야?,3
1224,독어독문학과 학과사무실이 어디야?,3
1225,산업·데이터공학과 전화번호가 뭐야?,3
1226,산업·데이터공학과 학과사무실이 어디야?,3
1227,경영학전공 전화번호가 뭐야?,3
1228,경영학전공 학과사무실이 어디야?,3
1229,도시공학과 전화번호가 뭐야?,3
1230,도시공학과 학과사무실이 어디야?,3
1231,역사교육과 전화번호가 뭐야?,3
1232,역사교육과 학과사무실이 어디야?,3
1233,바이오헬스융합학부 전화번호가 뭐야?,3
1234,바이오헬스융합학부 학과사무실이 어디야?,3
1235,조소과 전화번호가 뭐야?,3
1236,조소과 학과사무실이 어디야?,3
1237,전자전기공학과 전화번호가 뭐야?,3
1238,전자전기공학과 학과사무실이 어디야?,3
1239,도예유리과 전화번호가 뭐야?,3
1240,도예유리과 학과사무실이 어디야?,3
1241,실내건축학전공 전화번호가 뭐야?,3
1242,실내건축학전공 학과사무실이 어디야?,3
1243,패션디자인과 전화번호가 뭐야?,3
1244,패션디자인과 학과사무실이 어디야?,3
1245,기획처 연락처가 뭐야?,3
1246,기획팀 전화번호 알려줄래?,3
1247,예산팀 연락처가 뭐야?,3
1248,홍보실 전화번호 알려줘.,3
1249,디자인연구실 연락처가 뭐야?,3
1250,교무처 전화번호 알려줄래?,3
1251,입학관리본부 연락처가 뭐야?,3
1252,입학관리팀 전화번호 알려줘.,3
1253,입학사정관실 연락처가 뭐야?,3
1254,교무팀 전화번호 알려줄래?,3
1255,학사지원팀 연락처가 뭐야?,3
1256,자율전공지원본부 전화번호 알려줘.,3
1257,자율전공지원실 연락처가 뭐야?,3
1258,학생처 전화번호 알려줄래?,3
1259,학생지원팀 연락처가 뭐야?,3
1260,장학팀 전화번호 알려줘.,3
1261,장애학생지원센터 연락처가 뭐야?,3
1262,기숙사 전화번호 알려줄래?,3
1263,사무처 연락처가 뭐야?,3
1264,총무팀 전화번호 알려줘.,3
1265,관재팀 연락처가 뭐야?,3
1266,건설관리팀 전화번호 알려줄래?,3
1267,구매팀 연락처가 뭐야?,3
1268,재무팀 전화번호 알려줘.,3
1269,국제협력본부 연락처가 뭐야?,3
1270,국제교류실 전화번호 알려줄래?,3
1271,국제학생지원실 연락처가 뭐야?,3
1272,학생지원팀 전화번호 알려줘.,3
1273,총무팀 연락처가 뭐야?,3
1274,학사지원팀 전화번호 알려줄래?,3
1275,김민수 교수님 연락처 알려줘.,3
1276,박지영 교수님 연락처 알려줘.,3
1277,이성훈 교수님 연락처 알려줘.,3
1278,정다은 교수님 연락처 알려줘.,3
1279,최준혁 교수님 연락처 알려줘.,3
1280,한예슬 교수님 연락처 알려줘.,3
1281,오상민 교수님 연락처 알려줘.,3
1282,서유진 교수님 연락처 알려줘.,3
1283,장현우 교수님 연락처 알려줘.,3
1284,유나영 교수님 연락처 알려줘.,3
1285,김현우 교수님 전화번호 알려줘.,3
1286,이수진 교수님 연락처가 뭐야?,3
1287,박준영 교수님 전화번호 좀 알려줄래?,3
1288,정예린 교수님 연락처 알려줄 수 있어?,3
1289,최민호 교수님 전화번호 부탁해.,3
1290,한지민 교수님 연락처가 어떻게 돼?,3
1291,오지훈 교수님 전화번호 좀 알 수 있을까?,3
1292,서민정 교수님 연락처 알려줄래?,3
1293,장수현 교수님 전화번호 뭐야?,3
1294,유정민 교수님 연락처 좀 알려줘.,3
1295,김서현 교수님 이메일 주소 알려줘.,3
1296,박상준 교수님 연락 방법 좀 알려줄래?,3
1297,이지훈 교수님 휴대전화 번호 알 수 있을까?,3
1298,정수민 교수님 사무실 전화번호 알려줘.,3
1299,최경희 교수님 이메일 주소 부탁해.,3
1300,한상우 교수님 연락처 정보 알려줘.,3
1301,오준영 교수님 전화번호 어떻게 되지?,3
1302,서지연 교수님 이메일 주소 뭐야?,3
1303,장도현 교수님 연락처 좀 공유해줄래?,3
1304,유지민 교수님 휴대전화 번호 알려줘.,3
1305,김다인 교수님 사무실 번호 알 수 있어?,3
1306,박현서 교수님 이메일 주소 알려줄래?,3
1307,이지수 교수님 연락처 좀 알려줘.,3
1308,정민우 교수님 전화번호 알아?,3
1309,최지훈 교수님 이메일 주소 알 수 있을까?,3
1310,한예지 교수님 연락처 정보 부탁해.,3
1311,오정민 교수님 전화번호 알려줄래?,3
1312,서인아 교수님 이메일 주소 알려줘.,3
1313,장태준 교수님 연락처 좀 부탁해.,3
1314,유태민 교수님 사무실 번호 뭐야?,3
1315,컴퓨터공학과 사무실 번호 알려줄래?,3
1316,경영학부 사무실 위치 어디야?,3
1317,경제학과 사무실 이메일 주소 알려줄래?,3
1318,화학공학과 사무실 운영 시간 어떻게 돼?,3
1319,건축학부 사무실 어디에 있어?,3
1320,기계공학과 사무실 연락처 뭐야?,3
1321,신소재공학과 사무실 어디야?,3
1322,전자전기공학과 사무실 전화번호 알아?,3
1323,산업공학과 사무실 이메일 주소 알려줄래?,3
1324,생명공학과 사무실 위치가 어떻게 돼?,3
1325,학생지원팀 연락처 알아?,3
1326,교무처 사무실 위치 어디야?,3
1327,국제협력본부 이메일 주소 알려줄래?,3
1328,입학관리팀 전화번호 뭐야?,3
1329,기획팀 사무실 어디 있어?,3
1330,장학팀 연락처 알려줄래?,3
1331,예산팀 사무실 위치가 어디야?,3
1332,총무팀 이메일 주소 뭐야?,3
1333,학사지원팀 전화번호 알아?,3
1334,장애학생지원센터 사무실 어디 있어?,3
1335,김민수 교수님 연락처 좀 알려줘.,3
1336,박지영 교수님 전화번호 뭐야?,3
1337,이성훈 교수님 이메일 주소 알려줄래?,3
1338,정다은 교수님 연구실 위치 어디야?,3
1339,최준혁 교수님 연락처 좀 알 수 있어?,3
1340,한예슬 교수님 사무실 번호 알아?,3
1341,오상민 교수님 이메일 주소 뭐야?,3
1342,서유진 교수님 연락처 알아?,3
1343,장현우 교수님 연구실 어디야?,3
1344,유나영 교수님 전화번호 알려줄래?,3
1345,수학교육과 사무실 번호 뭐야?,3
1346,영어교육과 사무실 위치 알려줘.,3
1347,국어교육과 사무실 이메일 주소 알아?,3
1348,역사교육과 사무실 운영 시간 어떻게 돼?,3
1349,미술대학 사무실 어디에 있어?,3
1350,음악학부 사무실 연락처 뭐야?,3
1351,무역학전공 사무실 위치 어디야?,3
1352,도시공학과 사무실 전화번호 알려줘.,3
1353,실내건축학전공 사무실 이메일 주소 뭐야?,3
1354,철학과 사무실 어디야?,3
1355,교무팀 연락처 좀 알려줘.,3
1356,자율전공지원실 위치 어디야?,3
1357,입학사정관실 이메일 주소 뭐야?,3
1358,기숙사 사무실 연락처 알아?,3
1359,관재팀 사무실 어디야?,3
1360,건설관리팀 연락처 뭐야?,3
1361,재무팀 사무실 위치 알려줘.,3
1362,홍보실 이메일 주소 알아?,3
1363,디자인연구실 연락처 뭐야?,3
1364,국제학생지원실 위치 어디야?,3
1365,김현우 교수님 이메일 주소 뭐야?,3
1366,이수진 교수님 연락처 좀 알려줘.,3
1367,박준영 교수님 이메일 주소 알아?,3
1368,정예린 교수님 연구실 위치 알려줘.,3
1369,최민호 교수님 연락처 뭐야?,3
1370,한지민 교수님 전화번호 좀 알려줘.,3
1371,오지훈 교수님 이메일 주소 뭐야?,3
1372,서민정 교수님 연락처 알아?,3
1373,장수현 교수님 연구실 위치가 어디야?,3
1374,유지민 교수님 전화번호 뭐야?,3
1375,미술사학과 사무실 번호 좀 알려줘.,3
1376,정치외교학과 사무실 위치 알아?,3
1377,심리학과 사무실 이메일 주소 뭐야?,3
1378,사회학과 사무실 운영 시간 알려줄래?,3
1379,체육학과 사무실 어디야?,3
1380,무용학과 사무실 연락처 알아?,3
1381,영화학과 사무실 위치 좀 알려줘.,3
1382,신문방송학과 사무실 전화번호 뭐야?,3
1383,연극영화학과 사무실 이메일 주소 알려줄래?,3
1384,법학부 사무실 어디에 있어?,3
1385,학생처 연락처 좀 알려줄래?,3
1386,사무처 사무실 위치가 어디야?,3
1387,대학원 행정실 이메일 주소 알아?,3
1388,연구처 연락처 뭐야?,3
1389,도서관 운영팀 사무실 어디야?,3
1390,기획처 전화번호 뭐야?,3
1391,교육지원팀 사무실 위치 알아?,3
1392,인사팀 이메일 주소 뭐야?,3
1393,시설관리팀 연락처 좀 알려줘.,3
1394,홍보팀 위치 어디야?,3
1395,김서현 교수님 연구실 위치 알아?,3
1396,박상준 교수님 이메일 주소 뭐야?,3
1397,이지훈 교수님 전화번호 좀 알려줘.,3
1398,정수민 교수님 연구실 위치 어디야?,3
1399,최경희 교수님 이메일 주소 알아?,3
1400,한상우 교수님 연락처 뭐야?,3
1401,오준영 교수님 연구실 어디 있어?,3
1402,서지연 교수님 이메일 주소 뭐야?,3
1403,장도현 교수님 전화번호 알아?,3
1404,유태민 교수님 연구실 위치 알려줄래?,3
1405,교육학과 사무실 전화번호 좀 알려줘.,3
1406,미학과 사무실 위치 알아?,3
1407,디자인학부 사무실 이메일 주소 뭐야?,3
1408,금속조형디자인과 사무실 운영 시간 어떻게 돼?,3
1409,도예유리과 사무실 어디에 있어?,3
1410,판화과 사무실 연락처 뭐야?,3
1411,섬유미술패션디자인과 사무실 위치 알려줄래?,3
1412,회화과 사무실 전화번호 알아?,3
1413,조소과 사무실 이메일 주소 뭐야?,3
1414,동양화과 사무실 어디야?,3
1415,컴퓨터공학부 사무실 전화번호 알려줄래?,3
1416,경영대학 사무실 연락처 좀 알 수 있을까?,3
1417,경제학부 사무실 전화번호가 뭐야?,3
1418,화학공학부 사무실 번호 알려줘.,3
1419,건축대학 사무실 전화번호 알아?,3
1420,기계시스템공학부 사무실 연락처 뭐야?,3
1421,신소재공학부 사무실 전화번호 알려줄래?,3
1422,전자공학부 사무실 번호 뭐야?,3
1423,산업데이터공학부 사무실 전화번호 좀 알려줘.,3
1424,생명과학부 사무실 연락처가 뭐야?,3
1425,학생처 연락처 뭐야?,3
1426,교무팀 사무실 전화번호 알려줘.,3
1427,국제교류팀 전화번호 좀 알 수 있을까?,3
1428,입학본부 전화번호 알려줘.,3
1429,기획처 사무실 연락처 뭐야?,3
1430,장학지원팀 전화번호가 뭐야?,3
1431,예산관리팀 전화번호 좀 알려줘.,3
1432,총무처 전화번호 알려줘.,3
1433,학사관리팀 전화번호 뭐야?,3
1434,장애지원센터 연락처 알려줄래?,3
1435,김영수 교수님 전화번호 알려줘.,3
1436,박지혜 교수님 연락처 좀 알려줄래?,3
1437,이정훈 교수님 전화번호가 뭐야?,3
1438,정미영 교수님 연락처 알려줘.,3
1439,최민호 교수님 전화번호 알려줄래?,3
1440,한예진 교수님 연락처 좀 알 수 있을까?,3
1441,오지훈 교수님 전화번호 뭐야?,3
1442,서민정 교수님 연락처 알려줘.,3
1443,장동건 교수님 전화번호 알아?,3
1444,유나영 교수님 연락처 좀 알려줘.,3
1445,수학과 사무실 전화번호 알려줘.,3
1446,영어영문학과 사무실 연락처 좀 알려줄래?,3
1447,국어국문학과 사무실 번호 뭐야?,3
1448,역사학과 사무실 연락처 알려줘.,3
1449,미술학부 사무실 전화번호 알려줘.,3
1450,음악학과 사무실 연락처 뭐야?,3
1451,무역학과 사무실 번호 알려줘.,3
1452,도시공학부 사무실 전화번호 뭐야?,3
1453,실내건축학과 사무실 연락처 좀 알려줄래?,3
1454,철학과 사무실 전화번호 뭐야?,3
