id,sentence,label
455,홍대 날씨가 지금 어떤지 확인해줄래요?,6
456,홍익대학교 오늘 날씨 상태가 어떤지 알려주세요.,6
457,홍대 근처 날씨가 지금 어떤지 궁금해요.,6
458,홍익대학교 날씨 예보 좀 확인해줄래요?,6
459,홍대 오늘 날씨 상태가 어떤지 알고 싶어요.,6
460,홍익대학교 근처 지금 날씨 상태가 어떤가요?,6
461,홍대 날씨가 지금 어떤지 궁금해요.,6
462,홍익대학교 오늘 날씨가 어떤지 알고 싶어요.,6
463,홍대 주변 날씨 상태가 지금 어떤지 알려주세요.,6
464,홍익대학교 날씨가 지금 어떤 상태인지 궁금해요.,6
465,홍대 날씨가 지금 어떤지 알고 싶어요.,6
466,홍익대학교 근처 날씨 상태가 지금 어떤가요?,6
467,홍대 오늘 날씨 상태가 어떤지 궁금해요.,6
468,홍익대학교 지금 날씨 상태가 어떤가요?,6
469,홍대 근처 오늘 날씨 상태가 궁금해요.,6
470,홍익대학교 오늘 날씨 상태가 궁금해요.,6
471,홍대 오늘 날씨 상태가 어떤지 확인해줄래요?,6
472,홍익대학교 지금 날씨 상태가 어떤지 알려주세요.,6
473,홍대 근처 지금 날씨 상태가 어떤지 알고 싶어요.,6
474,홍익대학교 날씨가 지금 어떤지 알려줄래요?,6
475,홍대 오늘 날씨 상태가 어떤지 알려줄래요?,6
476,홍익대학교 근처 지금 날씨 상태가 어떤지 궁금해요.,6
477,홍대 날씨가 지금 어떤 상태인지 알려주세요.,6
478,홍익대학교 오늘 날씨가 어떤지 확인해줄래요?,6
479,홍대 주변 날씨 상태가 지금 어떤가요?,6
480,홍익대학교 날씨 예보 좀 알려줄래요?,6
481,홍대 오늘 날씨 상태가 어떤지 궁금해요.,6
482,홍익대학교 근처 지금 날씨 상태가 어떤지 알려주세요.,6
483,홍대 날씨가 지금 어떤지 알고 싶어요.,6
484,홍익대학교 오늘 날씨가 어떤 상태인지 궁금해요.,6
485,홍대 주변 지금 날씨 상태가 어떤지 알려줄래요?,6
486,홍익대학교 날씨 예보 좀 알려줄래요?,6
487,홍대 오늘 날씨 상태가 어떤지 알고 싶어요.,6
488,홍익대학교 지금 날씨 상태가 어떤지 확인해줄래요?,6
489,홍대 날씨가 지금 어떤지 확인해줄래요?,6
490,홍익대학교 근처 지금 날씨 상태가 어떤지 궁금해요.,6
491,홍대 오늘 날씨 상태가 어떤지 알려주세요.,6
492,홍익대학교 날씨가 지금 어떤지 알고 싶어요.,6
493,홍대 주변 지금 날씨 상태가 어떤지 알려줄래요?,6
494,홍익대학교 날씨 예보 좀 알려줄래요?,6
495,홍대 오늘 날씨 상태가 어떤지 궁금해요.,6
496,홍익대학교 근처 지금 날씨 상태가 어떤지 알려주세요.,6
497,홍대 날씨가 지금 어떤지 알고 싶어요.,6
498,홍익대학교 오늘 날씨 상태가 어떤지 확인해줄래요?,6
499,컴퓨터공학과 전화번호가 뭐야?,3
500,컴퓨터공학과 학과사무실이 어디야?,3
501,경제학부 전화번호가 뭐야?,3
502,경제학부 학과사무실이 어디야?,3
503,영어교육과 전화번호가 뭐야?,3
504,영어교육과 학과사무실이 어디야?,3
505,신소재공학과 전화번호가 뭐야?,3
506,신소재공학과 학과사무실이 어디야?,3
507,경영학부 전화번호가 뭐야?,3
508,경영학부 학과사무실이 어디야?,3
509,화학공학과 전화번호가 뭐야?,3
510,화학공학과 학과사무실이 어디야?,3
511,법학부 전화번호가 뭐야?,3
512,법학부 학과사무실이 어디야?,3
513,기계·시스템디자인공학과 전화번호가 뭐야?,3
514,기계·시스템디자인공학과 학과사무실이 어디야?,3
515,건축학부 전화번호가 뭐야?,3
516,건축학부 학과사무실이 어디야?,3
517,독어독문학과 전화번호가 뭐야?,3
518,독어독문학과 학과사무실이 어디야?,3
519,산업·데이터공학과 전화번호가 뭐야?,3
520,산업·데이터공학과 학과사무실이 어디야?,3
521,경영학전공 전화번호가 뭐야?,3
522,경영학전공 학과사무실이 어디야?,3
523,도시공학과 전화번호가 뭐야?,3
524,도시공학과 학과사무실이 어디야?,3
525,역사교육과 전화번호가 뭐야?,3
526,역사교육과 학과사무실이 어디야?,3
527,바이오헬스융합학부 전화번호가 뭐야?,3
528,바이오헬스융합학부 학과사무실이 어디야?,3
529,조소과 전화번호가 뭐야?,3
530,조소과 학과사무실이 어디야?,3
531,전자전기공학과 전화번호가 뭐야?,3
532,전자전기공학과 학과사무실이 어디야?,3
533,도예유리과 전화번호가 뭐야?,3
534,도예유리과 학과사무실이 어디야?,3
535,실내건축학전공 전화번호가 뭐야?,3
536,실내건축학전공 학과사무실이 어디야?,3
537,패션디자인과 전화번호가 뭐야?,3
538,패션디자인과 학과사무실이 어디야?,3
539,기획처 연락처가 뭐야?,3
540,기획팀 전화번호 알려줄래?,3
541,예산팀 연락처가 뭐야?,3
542,홍보실 전화번호 알려줘.,3
543,디자인연구실 연락처가 뭐야?,3
544,교무처 전화번호 알려줄래?,3
545,입학관리본부 연락처가 뭐야?,3
546,입학관리팀 전화번호 알려줘.,3
547,입학사정관실 연락처가 뭐야?,3
548,교무팀 전화번호 알려줄래?,3
549,학사지원팀 연락처가 뭐야?,3
550,자율전공지원본부 전화번호 알려줘.,3
551,자율전공지원실 연락처가 뭐야?,3
552,학생처 전화번호 알려줄래?,3
553,학생지원팀 연락처가 뭐야?,3
554,장학팀 전화번호 알려줘.,3
555,장애학생지원센터 연락처가 뭐야?,3
556,기숙사 전화번호 알려줄래?,3
557,사무처 연락처가 뭐야?,3
558,총무팀 전화번호 알려줘.,3
559,관재팀 연락처가 뭐야?,3
560,건설관리팀 전화번호 알려줄래?,3
561,구매팀 연락처가 뭐야?,3
562,재무팀 전화번호 알려줘.,3
563,국제협력본부 연락처가 뭐야?,3
564,국제교류실 전화번호 알려줄래?,3
565,국제학생지원실 연락처가 뭐야?,3
566,학생지원팀 전화번호 알려줘.,3
567,총무팀 연락처가 뭐야?,3
568,학사지원팀 전화번호 알려줄래?,3
569,김민수 교수님 연락처 알려줘.,3
570,박지영 교수님 연락처 알려줘.,3
571,이성훈 교수님 연락처 알려줘.,3
572,정다은 교수님 연락처 알려줘.,3
573,최준혁 교수님 연락처 알려줘.,3
574,한예슬 교수님 연락처 알려줘.,3
575,오상민 교수님 연락처 알려줘.,3
576,서유진 교수님 연락처 알려줘.,3
577,장현우 교수님 연락처 알려줘.,3
578,유나영 교수님 연락처 알려줘.,3
579,김현우 교수님 전화번호 알려줘.,3
580,이수진 교수님 연락처가 뭐야?,3
581,박준영 교수님 전화번호 좀 알려줄래?,3
582,정예린 교수님 연락처 알려줄 수 있어?,3
583,최민호 교수님 전화번호 부탁해.,3
584,한지민 교수님 연락처가 어떻게 돼?,3
585,오지훈 교수님 전화번호 좀 알 수 있을까?,3
586,서민정 교수님 연락처 알려줄래?,3
587,장수현 교수님 전화번호 뭐야?,3
588,유정민 교수님 연락처 좀 알려줘.,3
589,김서현 교수님 이메일 주소 알려줘.,3
590,박상준 교수님 연락 방법 좀 알려줄래?,3
591,이지훈 교수님 휴대전화 번호 알 수 있을까?,3
592,정수민 교수님 사무실 전화번호 알려줘.,3
593,최경희 교수님 이메일 주소 부탁해.,3
594,한상우 교수님 연락처 정보 알려줘.,3
595,오준영 교수님 전화번호 어떻게 되지?,3
596,서지연 교수님 이메일 주소 뭐야?,3
597,장도현 교수님 연락처 좀 공유해줄래?,3
598,유지민 교수님 휴대전화 번호 알려줘.,3
599,김다인 교수님 사무실 번호 알 수 있어?,3
600,박현서 교수님 이메일 주소 알려줄래?,3
601,이지수 교수님 연락처 좀 알려줘.,3
602,정민우 교수님 전화번호 알아?,3
603,최지훈 교수님 이메일 주소 알 수 있을까?,3
604,한예지 교수님 연락처 정보 부탁해.,3
605,오정민 교수님 전화번호 알려줄래?,3
606,서인아 교수님 이메일 주소 알려줘.,3
607,장태준 교수님 연락처 좀 부탁해.,3
608,유태민 교수님 사무실 번호 뭐야?,3
609,홍대 마스코트는 어떤 모습인가요?,7
610,홍익대학교의 마스코트 이름이 뭐예요?,7
611,홍대 마스코트는 무슨 동물인가요?,7
612,홍대 마스코트는 언제 처음 등장했나요?,7
613,홍대 마스코트는 어떤 색깔이에요?,7
614,홍대 마스코트의 역사가 어떻게 되나요?,7
615,홍익대학교 마스코트의 특징은 무엇인가요?,7
616,홍대 마스코트는 어떤 옷을 입고 있나요?,7
617,홍대 마스코트의 성별은 무엇인가요?,7
618,홍대 마스코트는 무슨 캐릭터인가요?,7
619,홍익대학교 마스코트의 이름을 지은 이유는 무엇인가요?,7
620,홍대 마스코트는 학교 행사에서 어떤 역할을 하나요?,7
621,홍대 마스코트는 언제부터 사용되었나요?,7
622,홍익대학교 마스코트의 공식 이미지는 어디서 볼 수 있나요?,7
623,홍대 마스코트는 어떤 활동을 하나요?,7
624,홍익대학교 마스코트의 주요 디자인 요소는 무엇인가요?,7
625,홍대 마스코트의 별명은 무엇인가요?,7
626,홍대 마스코트는 어떻게 만들어졌나요?,7
627,홍대 마스코트는 학생들에게 인기가 있나요?,7
628,홍익대학교 마스코트의 이야기를 알려주세요.,7
629,홍대 마스코트는 어떤 행사에 참여하나요?,7
630,홍대 마스코트는 어떤 성격을 가지고 있나요?,7
631,홍익대학교 마스코트의 제작자는 누구인가요?,7
632,홍대 마스코트는 학교 상징물로 사용되나요?,7
633,홍익대학교 마스코트의 대표 포즈는 무엇인가요?,7
634,홍대 마스코트의 주요 색상은 무엇인가요?,7
635,홍대 마스코트는 학교 로고에 포함되나요?,7
636,홍대 마스코트는 어디에서 볼 수 있나요?,7
637,홍대 마스코트는 어떻게 관리되나요?,7
638,홍익대학교 마스코트의 인형은 판매하나요?,7
639,홍대 마스코트의 키는 얼마인가요?,7
640,홍대 마스코트는 어떤 표정을 가지고 있나요?,7
641,홍익대학교 마스코트의 활동 범위는 어디까지인가요?,7
642,홍대 마스코트는 어디서 활동하나요?,7
643,홍대 마스코트는 어떤 이벤트에 참여하나요?,7
644,홍익대학교 마스코트는 학교를 어떻게 대표하나요?,7
645,홍대 마스코트는 특별한 의미를 가지고 있나요?,7
646,홍대 마스코트는 학생들과 어떻게 소통하나요?,7
647,홍익대학교 마스코트의 이야기를 들려주세요.,7
648,홍대 마스코트는 다른 학교와의 경기에서 어떤 역할을 하나요?,7
649,홍익대학교 마스코트의 슬로건은 무엇인가요?,7
650,홍대 마스코트는 언제 가장 바쁜가요?,7
651,홍대 마스코트는 학생들에게 어떤 메시지를 전달하나요?,7
652,홍대 마스코트는 어떻게 홍보되나요?,7
653,홍익대학교 마스코트의 주요 행사 참여 기록은 무엇인가요?,7
654,홍대 마스코트는 어떤 이미지를 가지고 있나요?,7
655,홍대 마스코트의 인형은 어디서 살 수 있나요?,7
656,홍익대학교 마스코트는 몇 살인가요?,7
657,홍대 마스코트는 어떤 상징성을 가지고 있나요?,7
658,홍대 마스코트의 이름은 어떻게 지어졌나요?,7
659,홍익대학교 마스코트는 누구의 아이디어였나요?,7
660,홍대 마스코트는 학교 홍보에 어떻게 기여하나요?,7
661,홍대 마스코트는 어디서 영감을 받았나요?,7
662,홍대 마스코트는 어떤 스타일로 그려졌나요?,7
663,홍익대학교 마스코트는 어떤 캐릭터인가요?,7
664,홍대 마스코트는 학생들 사이에서 인기가 많나요?,7
665,홍대 마스코트는 교내에서 어디에서 자주 볼 수 있나요?,7
666,홍익대학교 마스코트의 특징적인 행동은 무엇인가요?,7
667,홍대 마스코트의 주된 활동 장소는 어디인가요?,7
668,홍대 마스코트는 언제 가장 유명해졌나요?,7
669,홍익대학교 마스코트의 역할은 무엇인가요?,7
670,홍대 마스코트는 어디에서 주로 활동하나요?,7
671,홍대 마스코트의 인기 요인은 무엇인가요?,7
672,홍대 마스코트는 학생 행사에서 어떤 역할을 하나요?,7
673,홍익대학교 마스코트는 언제 처음 소개되었나요?,7
674,홍대 마스코트는 어떻게 디자인되었나요?,7
675,홍대 마스코트는 어디에서 가장 많이 볼 수 있나요?,7
676,홍익대학교 마스코트는 어떻게 홍보되나요?,7
677,홍대 마스코트는 학교 행사에서 어떤 역할을 하나요?,7
678,홍대 마스코트는 어떤 이름을 가지고 있나요?,7
679,홍익대학교 마스코트는 어떤 이벤트에 참여하나요?,7
680,홍대 마스코트는 학생들과 어떻게 상호작용하나요?,7
681,홍대 마스코트는 어떤 이미지로 그려지나요?,7
682,홍익대학교 마스코트는 어떤 성격을 가지고 있나요?,7
683,홍대 마스코트는 어떻게 소개되었나요?,7
684,홍대 마스코트는 학교 로고에 포함되나요?,7
685,홍익대학교 마스코트는 언제 가장 바쁜가요?,7
686,홍대 마스코트는 어떤 활동을 하나요?,7
687,홍대 마스코트는 어떻게 유지 관리되나요?,7
688,홍익대학교 마스코트의 주요 활동은 무엇인가요?,7
689,홍대 마스코트는 어떤 이벤트에서 자주 볼 수 있나요?,7
690,홍대 마스코트는 학생들에게 어떤 영향을 미치나요?,7
691,홍익대학교 마스코트의 대표 이미지는 무엇인가요?,7
692,홍대 마스코트는 어떻게 만들어졌나요?,7
693,홍대 마스코트는 학교에서 어떤 역할을 하나요?,7
694,홍익대학교 마스코트의 디자인은 어떻게 되었나요?,7
695,홍대 마스코트는 어떤 옷을 입고 있나요?,7
696,홍대 마스코트는 학생들에게 어떤 의미를 가지나요?,7
697,홍익대학교 마스코트는 어떤 행사에 참여하나요?,7
698,홍대 마스코트는 어떻게 홍보되나요?,7
699,홍대 마스코트는 어떤 이름을 가지고 있나요?,7
700,홍익대학교 마스코트의 주요 활동 장소는 어디인가요?,7
701,홍대 마스코트는 어떤 이벤트에서 활동하나요?,7
702,홍대 마스코트는 학생들에게 어떤 메시지를 전달하나요?,7
703,홍익대학교 마스코트의 슬로건은 무엇인가요?,7
704,홍대 마스코트는 어떤 이미지를 가지고 있나요?,7
705,홍대 마스코트의 인형은 어디서 구매할 수 있나요?,7
706,홍익대학교 마스코트는 몇 살인가요?,7
707,홍대 마스코트는 어떤 상징성을 가지고 있나요?,7
708,홍대 마스코트의 이름은 어떻게 지어졌나요?,7
709,홍익대학교는 언제 설립되었나요?,7
710,홍대의 창립 기념일은 언제인가요?,7
711,홍익대학교는 처음에 어떤 학과들로 시작했나요?,7
712,홍대의 초대 총장은 누구였나요?,7
713,홍익대학교가 처음 문을 연 해는 언제인가요?,7
714,홍대의 설립자는 누구인가요?,7
715,홍익대학교는 처음 몇 명의 학생으로 시작했나요?,7
716,홍대가 처음 위치한 곳은 어디인가요?,7
717,홍익대학교는 언제 지금의 위치로 이전했나요?,7
718,홍대가 설립된 배경은 무엇인가요?,7
719,홍익대학교의 설립 이념은 무엇인가요?,7
720,홍대가 처음 설립되었을 때의 주요 목표는 무엇이었나요?,7
721,홍익대학교의 첫 번째 졸업식은 언제였나요?,7
722,홍대의 첫 졸업생은 몇 명이었나요?,7
723,홍익대학교가 처음으로 인증받은 학위는 무엇인가요?,7
724,홍대가 처음 개설한 전공은 무엇인가요?,7
725,홍익대학교의 첫 건물은 어떤 것이었나요?,7
726,홍대가 처음으로 개설한 대학원 과정은 무엇인가요?,7
727,홍익대학교는 몇 년도에 첫 박사 학위를 수여했나요?,7
728,홍대가 처음으로 수상한 주요 학술상은 무엇인가요?,7
729,홍익대학교가 처음으로 개설한 국제 프로그램은 무엇인가요?,7
730,홍대가 처음으로 체결한 국제 협력 대학은 어디인가요?,7
731,홍익대학교가 처음으로 참여한 국제 대회는 무엇인가요?,7
732,홍대가 처음으로 받은 국제 인증은 무엇인가요?,7
733,홍익대학교의 첫 번째 연구소는 무엇이었나요?,7
734,홍대의 첫 교내 동아리는 무엇이었나요?,7
735,홍익대학교의 첫 번째 도서관은 언제 개관했나요?,7
736,홍대가 처음으로 건립한 기숙사는 무엇인가요?,7
737,홍익대학교의 첫 캠퍼스 확장은 언제였나요?,7
738,홍대가 처음으로 주최한 문화 행사는 무엇인가요?,7
739,홍익대학교의 첫 축제는 언제 열렸나요?,7
740,홍대가 처음으로 개최한 체육 대회는 무엇인가요?,7
741,홍익대학교가 처음으로 개설한 온라인 강좌는 무엇인가요?,7
742,홍대가 처음으로 발간한 학술지는 무엇인가요?,7
743,홍익대학교의 첫 번째 교내 방송국은 언제 설립되었나요?,7
744,홍대가 처음으로 주최한 국제 학술 대회는 무엇인가요?,7
745,홍익대학교가 처음으로 개설한 이중 전공 프로그램은 무엇인가요?,7
746,홍대가 처음으로 주최한 글로벌 리더십 포럼은 언제였나요?,7
747,홍익대학교가 처음으로 주최한 공모전은 무엇인가요?,7
748,홍대가 처음으로 설립한 학내 박물관은 무엇인가요?,7
749,홍익대학교의 첫 번째 연구 프로젝트는 무엇이었나요?,7
750,홍대가 처음으로 체결한 산업 협력 파트너는 누구였나요?,7
751,홍익대학교가 처음으로 주최한 미술 전시는 언제였나요?,7
752,홍대가 처음으로 설치한 공공 예술 작품은 무엇인가요?,7
753,홍익대학교의 첫 번째 해외 분교는 어디인가요?,7
754,홍대가 처음으로 수여한 명예 박사 학위는 누구에게 주어졌나요?,7
755,홍익대학교가 처음으로 시행한 전면 온라인 수업은 언제였나요?,7
756,홍대가 처음으로 도입한 전산 시스템은 무엇인가요?,7
757,홍익대학교의 첫 번째 교환 학생 프로그램은 언제 시작되었나요?,7
758,홍대가 처음으로 개설한 야간 대학원 과정은 무엇인가요?,7
759,홍익대학교의 첫 번째 장애인 지원 프로그램은 언제 시작되었나요?,7
760,홍대가 처음으로 개설한 사이버 대학원은 무엇인가요?,7
761,홍익대학교가 처음으로 출간한 교재는 무엇인가요?,7
762,홍대의 첫 전임 교수는 누구였나요?,7
763,홍익대학교가 처음으로 설치한 대형 강의실은 어디에 있나요?,7
764,홍대가 처음으로 개설한 해외 연수 프로그램은 무엇인가요?,7
765,홍익대학교의 첫 번째 기부자는 누구였나요?,7
766,홍대가 처음으로 설립한 학내 클럽은 무엇인가요?,7
767,홍익대학교가 처음으로 개설한 교양 과목은 무엇인가요?,7
768,홍대의 첫 교내 신문은 언제 발간되었나요?,7
769,홍익대학교가 처음으로 수상한 국제 학술상은 무엇인가요?,7
770,홍대가 처음으로 설립한 학생 자치 기구는 무엇인가요?,7
771,홍익대학교의 첫 번째 학과장은 누구였나요?,7
772,홍대가 처음으로 주최한 연구 발표회는 무엇인가요?,7
773,홍익대학교가 처음으로 주최한 창업 경진 대회는 언제였나요?,7
774,홍대의 첫 번째 연극 공연은 언제 열렸나요?,7
775,홍익대학교가 처음으로 주최한 음악회는 언제였나요?,7
776,홍대가 처음으로 수상한 국가 과학기술상은 무엇인가요?,7
777,홍익대학교의 첫 번째 학위 수여식은 언제였나요?,7
778,홍대가 처음으로 개설한 야간 수업은 무엇인가요?,7
779,홍익대학교가 처음으로 설립한 비영리 단체는 무엇인가요?,7
780,홍대의 첫 번째 학술대회는 언제 열렸나요?,7
781,홍익대학교가 처음으로 주최한 사진전은 언제였나요?,7
782,홍대가 처음으로 개설한 인턴십 프로그램은 무엇인가요?,7
783,홍익대학교의 첫 번째 해외 연구소는 어디에 있나요?,7
784,홍대가 처음으로 체결한 정부 연구 프로젝트는 무엇인가요?,7
785,홍익대학교가 처음으로 발간한 학생 잡지는 무엇인가요?,7
786,홍대의 첫 학생 대표는 누구였나요?,7
787,홍익대학교가 처음으로 개설한 경영학 과목은 언제였나요?,7
788,홍대가 처음으로 주최한 디자인 경연 대회는 언제였나요?,7
789,홍익대학교의 첫 번째 기념비는 언제 세워졌나요?,7
790,홍대가 처음으로 주최한 문학상은 언제였나요?,7
791,홍익대학교가 처음으로 개설한 법학 과목은 언제였나요?,7
792,홍대가 처음으로 개설한 예술학 과목은 무엇인가요?,7
793,홍익대학교가 처음으로 주최한 과학 박람회는 언제였나요?,7
794,홍대가 처음으로 설립한 환경 연구소는 무엇인가요?,7
795,홍익대학교의 첫 번째 IT 연구소는 언제 설립되었나요?,7
796,홍대가 처음으로 수상한 교육부 장관상은 무엇인가요?,7
797,홍익대학교가 처음으로 개설한 공학 과목은 언제였나요?,7
798,홍대의 첫 국제 교환 학생은 언제 입학했나요?,7
799,홍익대학교가 처음으로 설립한 인권 센터는 언제였나요?,7
800,홍대가 처음으로 개설한 문화 연구소는 무엇인가요?,7
801,홍익대학교의 첫 번째 창업 지원 센터는 언제 설립되었나요?,7
802,홍대가 처음으로 주최한 국제 교류 프로그램은 무엇인가요?,7
803,홍익대학교가 처음으로 도입한 전자 도서관 시스템은 언제였나요?,7
804,홍대의 첫 학술 논문은 언제 발표되었나요?,7
805,홍익대학교 교가의 가사는 무엇인가요?,7
806,홍대 교가는 언제 만들어졌나요?,7
807,홍익대학교 교가는 누가 작곡했나요?,7
808,홍대 교가는 누가 작사했나요?,7
809,홍익대학교 교가의 멜로디는 어떤가요?,7
810,홍대 교가는 몇 절로 구성되어 있나요?,7
811,홍익대학교 교가의 첫 번째 가사는 무엇인가요?,7
812,홍대 교가의 마지막 가사는 무엇인가요?,7
813,홍익대학교 교가는 언제 부르나요?,7
814,홍대 교가는 어떤 행사에서 부르나요?,7
815,홍익대학교 교가는 어떤 의미를 담고 있나요?,7
816,홍대 교가는 몇 분 정도 길이인가요?,7
817,홍익대학교 교가의 주요 주제는 무엇인가요?,7
818,홍대 교가는 몇 번의 수정이 있었나요?,7
819,홍익대학교 교가의 주요 가사 내용은 무엇인가요?,7
820,홍대 교가의 작곡가는 어떤 배경을 가지고 있나요?,7
821,홍익대학교 교가의 작사가는 어떤 사람인가요?,7
822,홍대 교가는 어디에서 들을 수 있나요?,7
823,홍익대학교 교가는 어디에서 배울 수 있나요?,7
824,홍대 교가는 어떤 스타일의 음악인가요?,7
825,홍익대학교 교가의 악보는 어디에서 구할 수 있나요?,7
826,홍대 교가의 가사를 해석해 줄 수 있나요?,7
827,홍익대학교 교가의 역사에 대해 알려주세요.,7
828,홍대 교가는 학생들에게 어떤 의미인가요?,7
829,홍익대학교 교가는 몇 번 부르게 되나요?,7
830,홍대 교가는 어떤 악기로 연주하나요?,7
831,홍익대학교 교가는 교내 라디오에서 방송되나요?,7
832,홍대 교가의 주요 감정은 무엇인가요?,7
833,홍익대학교 교가는 몇 번 개정되었나요?,7
834,홍대 교가의 주요 테마는 무엇인가요?,7
835,홍익대학교 교가는 어떻게 배우나요?,7
836,홍대 교가는 어떤 템포로 부르나요?,7
837,홍익대학교 교가의 작곡 과정은 어땠나요?,7
838,홍대 교가의 작사 과정은 어땠나요?,7
839,홍익대학교 교가는 어떤 형식으로 되어 있나요?,7
840,홍대 교가는 언제 처음 불렸나요?,7
841,홍익대학교 교가의 녹음 버전은 있나요?,7
842,홍대 교가는 학생들 사이에서 인기가 있나요?,7
843,홍익대학교 교가는 교내에서 자주 불리나요?,7
844,홍대 교가는 어디에서 연습할 수 있나요?,7
845,홍익대학교 교가의 주요 단어는 무엇인가요?,7
846,홍대 교가는 어떤 분위기를 가지고 있나요?,7
847,홍익대학교 교가는 다른 대학 교가와 어떻게 다른가요?,7
848,홍대 교가의 음역대는 어떻게 되나요?,7
849,홍익대학교 교가의 가사를 쓰게 된 배경은 무엇인가요?,7
850,홍대 교가는 어떤 행사에서 처음 불렸나요?,7
851,홍익대학교 교가는 매년 변경되나요?,7
852,홍대 교가는 어떤 계절에 많이 불리나요?,7
853,홍익대학교 교가는 학내 행사에서 언제 불리나요?,7
854,홍대 교가의 대표적인 가사는 무엇인가요?,7
855,홍익대학교 교가의 녹음은 어디에서 이루어졌나요?,7
856,홍대 교가의 주 멜로디는 무엇인가요?,7
857,홍익대학교 교가의 주 악기는 무엇인가요?,7
858,홍대 교가의 첫 가사는 어떻게 시작되나요?,7
859,홍익대학교 교가의 마지막 가사는 어떻게 끝나나요?,7
860,홍대 교가는 어떤 때에 가장 많이 불리나요?,7
861,홍익대학교 교가는 졸업식에서 불리나요?,7
862,홍대 교가의 텍스트는 어디에서 구할 수 있나요?,7
863,홍익대학교 교가의 음악적 특징은 무엇인가요?,7
864,홍대 교가의 리듬은 어떤가요?,7
865,홍익대학교 교가의 주제는 무엇인가요?,7
866,홍대 교가는 학생들 사이에서 어떻게 전파되나요?,7
867,홍익대학교 교가는 교내 행사에서 자주 사용되나요?,7
868,홍대 교가는 언제 가장 많이 연주되나요?,7
869,홍익대학교 교가의 작곡가는 어떤 사람인가요?,7
870,홍대 교가의 작사가는 어떤 배경을 가지고 있나요?,7
871,홍익대학교 교가의 의미는 무엇인가요?,7
872,홍대 교가는 학교의 어떤 가치를 담고 있나요?,7
873,홍익대학교 교가는 어디에서 주로 들을 수 있나요?,7
874,홍대 교가의 주요 멜로디는 무엇인가요?,7
875,홍익대학교 교가의 가사는 어디에서 볼 수 있나요?,7
876,홍대 교가는 교내에서 어떻게 사용되나요?,7
877,홍익대학교 교가는 졸업식에서 언제 불리나요?,7
878,홍대 교가는 입학식에서 불리나요?,7
879,홍익대학교 교가는 어떤 감정을 불러일으키나요?,7
880,홍대 교가는 어떤 장르의 음악인가요?,7
881,홍익대학교 교가는 어디에서 주로 연주되나요?,7
882,홍대 교가는 어떤 학과에서 처음 만들어졌나요?,7
883,홍익대학교 교가의 악보는 어떻게 생겼나요?,7
884,홍대 교가의 첫 번째 가사는 어떤 의미를 담고 있나요?,7
885,홍익대학교 교가는 몇 번의 개정을 거쳤나요?,7
886,홍대 교가는 학생들 사이에서 어떤 반응을 얻었나요?,7
887,홍익대학교 교가의 주요 가사는 무엇인가요?,7
888,홍대 교가는 교내 행사에서 자주 부르나요?,7
889,홍익대학교 교가는 어떻게 탄생했나요?,7
890,홍대 교가는 어떤 역할을 하나요?,7
891,홍익대학교 교가는 몇 년도에 처음 불렸나요?,7
892,홍대 교가는 어떻게 만들어졌나요?,7
893,홍익대학교 교가는 어떤 전통을 가지고 있나요?,7
894,홍대 교가는 학생들에게 어떤 영향을 미치나요?,7
895,홍익대학교 교가는 교내에서 어떻게 사용되나요?,7
896,홍대 교가는 어떤 역사적 배경을 가지고 있나요?,7
897,홍익대학교 교가의 작곡가는 누구인가요?,7
898,홍대 교가의 작사가는 누구인가요?,7
899,홍익대학교 교가의 주요 음계는 무엇인가요?,7
900,홍대 교가는 어떤 템포로 연주되나요?,7
901,홍익대학교 교가의 주요 장르는 무엇인가요?,7
902,홍대 교가는 학생들 사이에서 어떻게 전파되었나요?,7
903,홍익대학교 교가는 어떤 메시지를 전달하나요?,7
904,홍대 교가는 어떤 형식으로 구성되어 있나요?,7
905,홍익대학교의 교색은 무엇인가요?,7
906,홍대의 교색은 언제 처음 정해졌나요?,7
907,홍익대학교 교색의 의미는 무엇인가요?,7
908,홍대 교색은 어떤 색깔인가요?,7
909,홍익대학교의 교색은 몇 가지 색으로 구성되어 있나요?,7
910,홍대 교색은 어떤 배경에서 정해졌나요?,7
911,홍익대학교 교색의 역사에 대해 알려주세요.,7
912,홍대 교색은 학교의 어떤 가치를 반영하나요?,7
913,홍익대학교 교색은 학교 로고에 어떻게 사용되나요?,7
914,홍대 교색은 교내 건물에 어떻게 적용되나요?,7
915,홍익대학교의 교색은 어떤 행사에서 사용되나요?,7
916,홍대 교색은 학교 상징물에 어떻게 표현되나요?,7
917,홍익대학교 교색은 학생들 사이에서 인기가 있나요?,7
918,홍대 교색의 주요 색상은 무엇인가요?,7
919,홍익대학교 교색은 교복에 어떻게 반영되나요?,7
920,홍대 교색은 학교 플래그에 어떻게 사용되나요?,7
921,홍익대학교 교색은 체육복에 어떻게 적용되나요?,7
922,홍대 교색은 학교 마스코트에 어떻게 표현되나요?,7
923,홍익대학교 교색은 학교 행사 포스터에 어떻게 사용되나요?,7
924,홍대 교색은 학교 웹사이트에 어떻게 표현되나요?,7
925,홍익대학교 교색의 주요 특징은 무엇인가요?,7
926,홍대 교색은 학교 슬로건과 어떻게 연결되나요?,7
927,홍익대학교 교색은 학교 기념품에 어떻게 적용되나요?,7
