id,sentence,label
1178,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1179,R동 열람실 자리가 얼마나 남았어?,10
1180,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1181,열람실 좌석 현황 좀 알려주세요.,10
1182,T동 열람실 자리가 얼마나 남았나요?,10
1183,R동 열람실 좌석 현황이 궁금해요.,10
1184,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1185,열람실에 자리 남아있나요?,10
1186,T동 열람실 좌석 현황 좀 알려줄래요?,10
1187,R동 열람실 자리가 얼마나 남았어?,10
1188,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1189,열람실 좌석 현황을 알 수 있을까?,10
1190,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1191,R동 열람실 현황을 확인해 주세요.,10
1192,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1193,열람실에 자리 남아있나?,10
1194,T동 열람실 좌석 현황 좀 알려줄래?,10
1195,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1196,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1197,열람실 좌석 현황 좀 알 수 있어요?,10
1198,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1199,R동 열람실 좌석 현황을 확인해 줄래요?,10
1200,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1201,열람실 좌석 현황을 알 수 있나요?,10
1202,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1203,R동 열람실 좌석 현황 좀 알려줘.,10
1204,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
2219,졸업 요건에 대해 알려줘.,9
2220,졸업 요건이 뭐야?,9
2221,졸업하려면 뭐가 필요해?,9
2222,졸업 요건이 어떻게 되나요?,9
2223,졸업 요건을 설명해 줄래?,9
2224,졸업하려면 어떤 조건이 있어야 해?,9
2225,졸업 요건이 뭐인지 알고 싶어.,9
2226,졸업하려면 뭘 해야 돼?,9
2227,졸업 요건이 뭔지 설명해줘.,9
2228,졸업 요건을 알려주세요.,9
2229,졸업하려면 어떤 걸 충족해야 하나요?,9
2230,졸업 요건에 대해 알고 싶어.,9
2231,졸업하려면 몇 학점이 필요해?,9
2232,졸업 요건이 어떻게 되지?,9
2233,졸업하려면 어떤 과목을 들어야 해?,9
2234,졸업 요건을 자세히 설명해줘.,9
2235,졸업 요건이 뭐로 되어 있어?,9
2236,졸업하려면 필요한 게 뭐야?,9
2237,졸업 요건을 한 번 말해줘.,9
2238,졸업하려면 어떤 것들을 완료해야 하나요?,9
2239,졸업 요건에 대해 자세히 알려줘.,9
2240,졸업하려면 몇 과목을 들어야 돼?,9
2241,졸업 요건이 뭐가 있어?,9
2242,졸업하려면 어떤 조건을 충족해야 해?,9
2243,졸업 요건이 뭔지 궁금해.,9
2244,졸업하려면 어떻게 해야 해?,9
2245,졸업 요건을 설명해 주세요.,9
2246,졸업하려면 어떤 것들이 필요해?,9
2247,졸업 요건에 대해 자세히 알고 싶어.,9
2248,졸업하려면 몇 학점을 채워야 해?,9
2249,졸업 요건이 어떻게 되어 있는지 말해줘.,9
2250,졸업하려면 필수 과목이 뭐야?,9
2251,졸업 요건을 좀 알려줘.,9
2252,졸업하려면 뭐가 필요하지?,9
2253,졸업 요건을 자세히 설명해줄래?,9
2254,졸업하려면 어떤 시험을 봐야 해?,9
2255,졸업 요건이 뭔지 알려주세요.,9
2256,졸업하려면 몇 학점을 들어야 돼?,9
2257,졸업 요건이 뭔지 설명해 줄래?,9
2258,졸업하려면 어떤 과목이 필수야?,9
2259,졸업 요건에 대해 알고 싶어요.,9
2260,졸업하려면 어떤 조건이 필요한지 말해줘.,9
2261,졸업 요건이 어떻게 되는지 알려줘.,9
2262,졸업하려면 어떤 걸 해야 해?,9
2263,졸업 요건이 어떻게 되어 있는지 설명해줘.,9
2264,졸업하려면 어떤 걸 준비해야 해?,9
2265,졸업 요건을 자세히 설명해 주세요.,9
2266,졸업하려면 어떤 과목을 들어야 하나요?,9
2267,졸업 요건이 어떻게 정해져 있어?,9
2268,졸업하려면 뭐가 필요한지 알고 싶어.,9
2269,졸업 요건이 뭐로 구성되어 있나요?,9
2270,졸업하려면 필수 과목이 뭐야?,9
2271,졸업 요건을 좀 더 자세히 알려줘.,9
2272,졸업하려면 몇 학점을 이수해야 해?,9
2273,졸업 요건이 어떻게 정해져 있는지 설명해줘.,9
2274,졸업하려면 어떤 시험을 봐야 하나요?,9
2275,졸업 요건이 무엇인지 알려주세요.,9
2276,졸업하려면 몇 과목을 수강해야 해?,9
2277,졸업 요건이 어떻게 되어 있는지 말해줄래?,9
2278,졸업하려면 어떤 걸 충족해야 하나요?,9
2279,졸업 요건을 설명해줄 수 있어?,9
2280,졸업하려면 몇 학점을 취득해야 해?,9
2281,졸업 요건에 대해 알려 줄래?,9
2282,졸업하려면 어떤 과목들이 필요한가요?,9
2283,졸업 요건이 어떻게 되어 있는지 궁금해.,9
2284,졸업하려면 어떤 준비를 해야 해?,9
2285,졸업 요건을 자세히 알고 싶어요.,9
2286,졸업하려면 필수 조건이 뭐야?,9
2287,졸업 요건에 대해 설명해 볼래?,9
2288,졸업하려면 몇 학점을 이수해야 하나요?,9
2289,졸업 요건이 어떻게 되어 있는지 알고 싶어.,9
2290,졸업하려면 어떤 과목들이 필수야?,9
2291,졸업 요건을 좀 설명해 줄래?,9
2292,졸업하려면 몇 학점을 들어야 하나요?,9
2293,졸업 요건이 어떻게 정해져 있는지 알려줘.,9
2294,졸업하려면 어떤 시험을 통과해야 해?,9
2295,졸업 요건이 무엇인지 설명해 줘.,9
2296,졸업하려면 몇 과목을 수강해야 하나요?,9
2297,졸업 요건이 어떻게 되는지 말해줄래?,9
2298,졸업하려면 어떤 걸 충족해야 하나요?,9
2299,졸업 요건을 자세히 설명해줄래?,9
2300,졸업하려면 몇 학점을 취득해야 하나요?,9
2301,졸업 요건이 뭔지 알려줄래?,9
2302,졸업하려면 어떤 과목들이 필수인가요?,9
2303,졸업 요건이 어떻게 되어 있는지 궁금해.,9
2304,졸업하려면 어떤 준비를 해야 하나요?,9
2305,졸업 요건을 설명해줄 수 있나요?,9
2306,졸업하려면 필수 조건이 뭐야?,9
2307,졸업 요건에 대해 알려줄래?,9
2308,졸업하려면 몇 학점을 이수해야 하나요?,9
2309,졸업 요건이 어떻게 되어 있는지 알고 싶어요.,9
2310,졸업하려면 어떤 과목들이 필수인가요?,9
2311,졸업 요건을 좀 설명해줘.,9
2312,졸업하려면 몇 학점을 들어야 해?,9
2313,졸업 요건이 어떻게 정해져 있는지 설명해줄래?,9
2314,졸업하려면 어떤 시험을 통과해야 하나요?,9
2381,학과 졸업 요건에 대해 자세히 알려줄래?,9
